Date,Time,Latitude,Longitude,Spray
9/7/2011,8:31:52 PM,41.974035,-87.79760833,1
9/7/2011,8:32:02 PM,41.97465833,-87.79761167,1
9/7/2011,8:32:12 PM,41.97519833,-87.79760333,1
9/7/2011,8:32:22 PM,41.97564833,-87.79760167,1
9/7/2011,8:32:32 PM,41.97623833,-87.79759,1
9/7/2011,8:32:42 PM,41.97684667,-87.79759833,1
9/7/2011,8:33:02 PM,41.97818,-87.79757,1
9/7/2011,8:33:12 PM,41.97866333,-87.79759,1
9/7/2011,8:33:22 PM,41.97911167,-87.79769667,1
9/7/2011,8:33:32 PM,41.97972,-87.79768167,1
9/7/2011,8:33:42 PM,41.98029333,-87.79769167,1
9/7/2011,8:33:52 PM,41.98088833,-87.79768167,1
9/7/2011,8:34:02 PM,41.98122333,-87.79768,1
9/7/2011,8:34:42 PM,41.98160333,-87.79846667,1
9/7/2011,8:34:52 PM,41.98154,-87.79883833,1
9/7/2011,8:35:02 PM,41.98109667,-87.79885167,1
9/7/2011,8:35:12 PM,41.980555,-87.79885,1
9/7/2011,8:35:22 PM,41.980025,-87.79885167,1
9/7/2011,8:35:32 PM,41.97951333,-87.79886667,1
9/7/2011,8:35:52 PM,41.97917,-87.79877167,1
9/7/2011,8:36:02 PM,41.97865833,-87.79876333,1
9/7/2011,8:36:12 PM,41.97814667,-87.79877333,1
9/7/2011,8:36:22 PM,41.97762,-87.798775,1
9/7/2011,8:36:32 PM,41.97714,-87.79877667,1
9/7/2011,8:36:42 PM,41.97651,-87.798775,1
9/7/2011,8:36:52 PM,41.97591667,-87.79877333,1
9/7/2011,8:37:32 PM,41.97537167,-87.798775,1
9/7/2011,8:37:42 PM,41.97484167,-87.79879,1
9/7/2011,8:37:52 PM,41.974265,-87.798805,1
9/7/2011,8:38:02 PM,41.97377,-87.79879667,1
9/7/2011,8:38:12 PM,41.973175,-87.798805,1
9/7/2011,8:38:22 PM,41.97295333,-87.79896667,1
9/7/2011,8:38:32 PM,41.97262167,-87.79904833,1
9/7/2011,8:38:42 PM,41.97211,-87.798975,1
9/7/2011,8:38:52 PM,41.97163833,-87.79881333,1
9/7/2011,8:39:02 PM,41.97103,-87.79883833,1
9/7/2011,8:39:12 PM,41.97047833,-87.79883667,1
9/7/2011,8:39:22 PM,41.96999833,-87.79882167,1
9/7/2011,8:39:32 PM,41.96944167,-87.79884833,1
9/7/2011,8:39:42 PM,41.968855,-87.79886667,1
9/7/2011,8:40:02 PM,41.96853833,-87.799545,1
9/7/2011,8:40:12 PM,41.96863667,-87.80009667,1
9/7/2011,8:40:22 PM,41.969055,-87.80007167,1
9/7/2011,8:40:32 PM,41.96952833,-87.80007167,1
9/7/2011,8:40:42 PM,41.96998,-87.80006,1
9/7/2011,8:40:52 PM,41.97032,-87.80004,1
9/7/2011,8:41:02 PM,41.97085,-87.800045,1
9/7/2011,8:41:12 PM,41.97137833,-87.80003833,1
9/7/2011,8:41:22 PM,41.97191,-87.80003333,1
9/7/2011,8:41:32 PM,41.97251167,-87.80003,1
9/7/2011,8:41:42 PM,41.97311167,-87.80001833,1
9/7/2011,8:41:52 PM,41.97357,-87.80000167,1
9/7/2011,8:42:02 PM,41.97402,-87.79999833,1
9/7/2011,8:42:12 PM,41.97469,-87.79999667,1
9/7/2011,8:42:22 PM,41.97526167,-87.79997667,1
9/7/2011,8:42:32 PM,41.97546667,-87.80014333,1
9/7/2011,8:42:42 PM,41.97547333,-87.80089167,1
9/7/2011,8:42:52 PM,41.97525333,-87.80118167,1
9/7/2011,8:43:02 PM,41.974815,-87.801195,1
9/7/2011,8:43:12 PM,41.97432833,-87.80118833,1
9/7/2011,8:43:22 PM,41.97395333,-87.80120833,1
9/7/2011,8:43:32 PM,41.97354,-87.801205,1
9/7/2011,8:43:42 PM,41.97298167,-87.801215,1
9/7/2011,8:43:52 PM,41.97245167,-87.80122333,1
9/7/2011,8:44:02 PM,41.97197167,-87.80124,1
9/7/2011,8:44:12 PM,41.97139,-87.80124167,1
9/7/2011,8:44:22 PM,41.970755,-87.80125833,1
9/7/2011,8:44:32 PM,41.97014167,-87.80127167,1
9/7/2011,8:44:42 PM,41.96965167,-87.80127,1
9/7/2011,8:44:52 PM,41.96911833,-87.801305,1
9/7/2011,8:45:02 PM,41.96860333,-87.80133167,1
9/7/2011,8:45:12 PM,41.96844167,-87.80171333,1
9/7/2011,8:45:22 PM,41.968435,-87.80244667,1
9/7/2011,8:45:32 PM,41.968825,-87.80252333,1
9/7/2011,8:45:42 PM,41.969365,-87.80249667,1
9/7/2011,8:45:52 PM,41.96985667,-87.80248,1
9/7/2011,8:46:12 PM,41.97067333,-87.80246,1
9/7/2011,8:46:22 PM,41.97117167,-87.80244667,1
9/7/2011,8:46:32 PM,41.97167833,-87.80246,1
9/7/2011,8:46:42 PM,41.972155,-87.802465,1
9/7/2011,8:46:52 PM,41.97268667,-87.80245667,1
9/7/2011,8:47:02 PM,41.973255,-87.80245333,1
9/7/2011,8:47:12 PM,41.97379333,-87.80244167,1
9/7/2011,8:47:22 PM,41.97433167,-87.80242833,1
9/7/2011,8:47:32 PM,41.97478833,-87.80243833,1
9/7/2011,8:47:42 PM,41.97522167,-87.80243167,1
9/7/2011,8:48:02 PM,41.97542,-87.80243333,1
9/7/2011,8:48:12 PM,41.97589833,-87.80243667,1
9/7/2011,8:48:22 PM,41.97638667,-87.80243,1
9/7/2011,8:48:32 PM,41.97692667,-87.80242,1
9/7/2011,8:48:42 PM,41.97742333,-87.80242167,1
9/7/2011,8:48:52 PM,41.97795,-87.80240667,1
9/7/2011,8:49:02 PM,41.97845167,-87.80238333,1
9/7/2011,8:49:12 PM,41.97902333,-87.80236833,1
9/7/2011,8:49:22 PM,41.979645,-87.80236833,1
9/7/2011,8:49:52 PM,41.98099167,-87.80235167,1
9/7/2011,8:50:02 PM,41.98148333,-87.802335,1
9/7/2011,8:50:22 PM,41.98172667,-87.802965,1
9/7/2011,8:50:32 PM,41.98171333,-87.80344833,1
9/7/2011,8:50:42 PM,41.98133167,-87.803485,1
9/7/2011,8:50:52 PM,41.98090333,-87.80352,1
9/7/2011,8:51:02 PM,41.98043833,-87.80351833,1
9/7/2011,8:51:12 PM,41.98013333,-87.80353167,1
9/7/2011,8:51:22 PM,41.97966,-87.80355833,1
9/7/2011,8:51:32 PM,41.97925167,-87.80356167,1
9/7/2011,8:51:42 PM,41.97879167,-87.80355333,1
9/7/2011,8:51:52 PM,41.97826333,-87.803565,1
9/7/2011,8:52:02 PM,41.97789833,-87.80362833,1
9/7/2011,8:52:12 PM,41.97787333,-87.80428333,1
9/7/2011,8:52:32 PM,41.97852167,-87.80467333,1
9/7/2011,8:52:42 PM,41.97909667,-87.80465833,1
9/7/2011,8:52:52 PM,41.97973,-87.80466,1
9/7/2011,8:53:02 PM,41.98032667,-87.804655,1
9/7/2011,8:53:12 PM,41.98062333,-87.80464833,1
9/7/2011,8:53:22 PM,41.98123833,-87.804645,1
9/7/2011,8:55:02 PM,41.97908167,-87.80386,1
9/7/2011,8:56:02 PM,41.97912833,-87.80457167,1
9/7/2011,8:56:12 PM,41.97868833,-87.80470667,1
9/7/2011,8:56:22 PM,41.97813833,-87.80471833,1
9/7/2011,8:56:32 PM,41.97765333,-87.80473167,1
9/7/2011,8:56:42 PM,41.97720667,-87.804725,1
9/7/2011,8:56:52 PM,41.97676833,-87.80473,1
9/7/2011,8:57:02 PM,41.97619,-87.80475167,1
9/7/2011,8:57:32 PM,41.97513667,-87.80476167,1
9/7/2011,8:57:42 PM,41.97475333,-87.80476667,1
9/7/2011,8:57:52 PM,41.97429833,-87.80477833,1
9/7/2011,8:58:02 PM,41.97394333,-87.80477167,1
9/7/2011,8:58:12 PM,41.97382,-87.80434,1
9/7/2011,8:58:22 PM,41.97382,-87.80394333,1
9/7/2011,8:59:12 PM,41.97379333,-87.80367333,1
9/7/2011,8:59:22 PM,41.97380833,-87.80297833,1
9/7/2011,8:59:32 PM,41.97381,-87.80238333,1
9/7/2011,8:59:42 PM,41.97382167,-87.801585,1
9/7/2011,8:59:52 PM,41.97383167,-87.80075,1
9/7/2011,9:00:02 PM,41.973835,-87.79992167,1
9/7/2011,9:00:12 PM,41.97384667,-87.799155,1
9/7/2011,9:00:42 PM,41.97385167,-87.79678333,1
9/7/2011,9:01:02 PM,41.97386833,-87.795155,1
9/7/2011,9:01:12 PM,41.97388833,-87.79440667,1
9/7/2011,9:01:22 PM,41.97389667,-87.79347,1
9/7/2011,9:01:32 PM,41.97389333,-87.792565,1
9/7/2011,9:01:52 PM,41.97388833,-87.79095167,1
9/7/2011,9:02:02 PM,41.97389,-87.79001667,1
9/7/2011,9:02:12 PM,41.97390333,-87.78914,1
9/7/2011,9:02:22 PM,41.97389,-87.78853167,1
9/7/2011,9:02:52 PM,41.97213833,-87.78829667,1
9/7/2011,9:03:02 PM,41.97206833,-87.788915,1
9/7/2011,9:03:12 PM,41.97205,-87.78948167,1
9/7/2011,9:03:22 PM,41.972035,-87.79024333,1
9/7/2011,9:03:32 PM,41.97203,-87.790975,1
9/7/2011,9:03:42 PM,41.97202,-87.79181667,1
9/7/2011,9:03:52 PM,41.972,-87.79266333,1
9/7/2011,9:04:02 PM,41.97197167,-87.79346,1
9/7/2011,9:04:12 PM,41.97197833,-87.79421833,1
9/7/2011,9:04:22 PM,41.97197333,-87.79504333,1
9/7/2011,9:04:32 PM,41.97195667,-87.79585333,1
9/7/2011,9:04:42 PM,41.97195667,-87.79672833,1
9/7/2011,9:04:52 PM,41.971955,-87.79747833,1
9/7/2011,9:05:02 PM,41.97195667,-87.79833833,1
9/7/2011,9:05:12 PM,41.97193667,-87.799145,1
9/7/2011,9:05:22 PM,41.97192667,-87.79989167,1
9/7/2011,9:05:32 PM,41.97189167,-87.80073333,1
9/7/2011,9:05:42 PM,41.97189,-87.80157333,1
9/7/2011,9:05:52 PM,41.971895,-87.80239,1
9/7/2011,9:06:02 PM,41.97188333,-87.80324333,1
9/7/2011,9:06:12 PM,41.97187,-87.80408167,1
9/7/2011,9:06:22 PM,41.97186167,-87.80491333,1
9/7/2011,9:06:32 PM,41.97186167,-87.80573667,1
9/7/2011,9:06:42 PM,41.97186167,-87.80652,1
9/7/2011,9:08:02 PM,41.97016167,-87.80659167,1
9/7/2011,9:08:12 PM,41.97016333,-87.80604833,1
9/7/2011,9:08:22 PM,41.970165,-87.80531167,1
9/7/2011,9:08:32 PM,41.97015833,-87.804705,1
9/7/2011,9:08:42 PM,41.97016333,-87.803965,1
9/7/2011,9:08:52 PM,41.97017833,-87.80319667,1
9/7/2011,9:09:02 PM,41.97018167,-87.80238667,1
9/7/2011,9:09:12 PM,41.97019333,-87.80157333,1
9/7/2011,9:09:22 PM,41.97019333,-87.80080333,1
9/7/2011,9:09:32 PM,41.97018833,-87.800025,1
9/7/2011,9:09:42 PM,41.97019833,-87.799135,1
9/7/2011,9:09:52 PM,41.97020167,-87.798375,1
9/7/2011,9:10:02 PM,41.97023833,-87.79787667,1
9/7/2011,9:10:12 PM,41.97023833,-87.79722167,1
9/7/2011,9:10:22 PM,41.970305,-87.79677167,1
9/7/2011,9:10:32 PM,41.97029833,-87.79618667,1
9/7/2011,9:10:42 PM,41.970305,-87.79563667,1
9/7/2011,9:10:52 PM,41.97032167,-87.79493333,1
9/7/2011,9:11:02 PM,41.97028833,-87.794435,1
9/7/2011,9:11:12 PM,41.97029167,-87.793615,1
9/7/2011,9:11:22 PM,41.97029,-87.79285333,1
9/7/2011,9:11:32 PM,41.97030167,-87.79209,1
9/7/2011,9:11:42 PM,41.97030333,-87.79138333,1
9/7/2011,9:11:52 PM,41.97032,-87.79063,1
9/7/2011,9:12:02 PM,41.97032667,-87.79008167,1
9/7/2011,9:12:12 PM,41.97035167,-87.78949333,1
9/7/2011,7:42:12 PM,41.98276667,-87.78819167,3
9/7/2011,7:42:22 PM,41.98272667,-87.78873667,3
9/7/2011,7:42:32 PM,41.98274333,-87.789485,3
9/7/2011,7:42:42 PM,41.98274167,-87.79027667,3
9/7/2011,7:42:52 PM,41.98275333,-87.791015,3
9/7/2011,7:43:02 PM,41.982755,-87.791695,3
9/7/2011,7:43:15 PM,41.98277,-87.79245667,3
9/7/2011,7:43:30 PM,41.98337,-87.79284167,3
9/7/2011,7:43:40 PM,41.98391667,-87.79308833,3
9/7/2011,7:44:02 PM,41.98498833,-87.79356333,3
9/7/2011,7:44:12 PM,41.985455,-87.79379667,3
9/7/2011,7:44:20 PM,41.985865,-87.79398,3
9/7/2011,7:44:32 PM,41.98646,-87.794225,3
9/7/2011,7:00:00 PM,41.98709196,-87.79428619,2
9/7/2011,7:00:00 PM,41.98761999,-87.7943822,2
9/7/2011,7:00:00 PM,41.98800401,-87.79457421,2
9/7/2011,7:00:00 PM,41.98829202,-87.79548625,2
9/7/2011,7:00:00 PM,41.98810001,-87.79601427,2
9/7/2011,7:00:00 PM,41.98637193,-87.79486222,2
9/7/2011,7:00:00 PM,41.98622792,-87.79558225,2
9/7/2011,7:00:00 PM,41.98483586,-87.79399818,2
9/7/2011,7:00:00 PM,41.98483586,-87.79467021,2
9/7/2011,7:00:00 PM,41.98488386,-87.79519824,2
9/7/2011,7:00:00 PM,41.98281976,-87.79318214,2
9/7/2011,7:00:00 PM,41.98277176,-87.79395018,2
9/7/2011,7:00:00 PM,41.98277176,-87.79500623,2
9/7/2011,7:00:00 PM,41.98344379,-87.79524624,2
9/7/2011,7:00:00 PM,41.98406782,-87.79543825,2
9/7/2011,7:00:00 PM,41.98459584,-87.79553425,2
9/7/2011,7:00:00 PM,41.98497986,-87.79563026,2
9/7/2011,7:00:00 PM,41.98670794,-87.79611028,2
9/7/2011,7:00:00 PM,41.98752398,-87.79630229,2
9/7/2011,7:00:00 PM,41.98882004,-87.7966383,2
9/7/2011,7:00:00 PM,41.98944407,-87.79683031,2
9/7/2011,7:00:00 PM,41.9900681,-87.79697432,2
9/7/2011,7:00:00 PM,41.98824402,-87.79702232,2
9/7/2011,7:00:00 PM,41.98819601,-87.79774236,2
9/7/2011,7:00:00 PM,41.98819601,-87.79836639,2
9/7/2011,7:00:00 PM,41.98819601,-87.79894241,2
9/7/2011,7:00:00 PM,41.98819601,-87.79942244,2
9/7/2011,7:00:00 PM,41.98637193,-87.7964943,2
9/7/2011,7:00:00 PM,41.98637193,-87.79731034,2
9/7/2011,7:00:00 PM,41.98637193,-87.79803037,2
9/7/2011,7:00:00 PM,41.98641993,-87.79855839,2
9/7/2011,7:00:00 PM,41.98661194,-87.79927843,2
9/7/2011,7:00:00 PM,41.98670794,-87.79975845,2
9/7/2011,7:00:00 PM,41.98689995,-87.80023847,2
9/7/2011,7:00:00 PM,41.98497986,-87.79630229,2
9/7/2011,7:00:00 PM,41.98502786,-87.79716633,2
9/7/2011,7:00:00 PM,41.98502786,-87.79769435,2
9/7/2011,7:00:00 PM,41.98507587,-87.79827038,2
9/7/2011,7:00:00 PM,41.98507587,-87.79894241,2
9/7/2011,7:00:00 PM,41.98512387,-87.79966245,2
9/7/2011,7:00:00 PM,41.98565189,-87.79755035,2
9/7/2011,7:00:00 PM,41.98445184,-87.79759835,2
9/7/2011,7:00:00 PM,41.98382781,-87.79759835,2
9/7/2011,7:00:00 PM,41.98339579,-87.79764635,2
9/7/2011,7:00:00 PM,41.98277176,-87.79755035,2
9/7/2011,7:00:00 PM,41.98277176,-87.79673431,2
9/7/2011,7:00:00 PM,41.98281976,-87.79601427,2
9/7/2011,7:00:00 PM,41.98281976,-87.79539025,2
9/7/2011,7:00:00 PM,41.98353979,-87.79827038,2
9/7/2011,7:00:00 PM,41.9837318,-87.79923043,2
9/7/2011,7:00:00 PM,41.98387581,-87.79990246,2
9/7/2011,7:00:00 PM,41.98397182,-87.80057449,2
9/7/2011,7:00:00 PM,41.98406782,-87.80110252,2
9/7/2011,7:00:00 PM,41.98435583,-87.80172654,2
9/7/2011,7:00:00 PM,41.98459584,-87.80225457,2
9/7/2011,7:00:00 PM,41.98478785,-87.80259059,2
9/7/2011,7:00:00 PM,41.98493186,-87.8029266,2
9/7/2011,7:00:00 PM,41.98521987,-87.80355063,2
9/7/2011,7:00:00 PM,41.98536388,-87.80033448,2
9/7/2011,7:00:00 PM,41.98555589,-87.8008625,2
9/7/2011,7:00:00 PM,41.9857479,-87.80119852,2
9/7/2011,7:00:00 PM,41.9858439,-87.80158254,2
9/7/2011,7:00:00 PM,41.98598791,-87.79894241,2
9/7/2011,7:00:00 PM,41.98555589,-87.79937443,2
